operating_airline,operating_airline_iata,published_airline,published_airline_iata,geo_summary,geo_region,activity_type,price_category,terminal,boarding_area,passenger_count,Year,month,Quarter,Season,passenger_predict
1,73,1,67,0,8,0,0,2,1,2.417128738,2005,7,3,2,2.415142972
1,73,1,67,0,8,1,0,2,1,2.42299512,2005,7,3,2,2.412767851
1,73,1,67,0,8,2,0,2,1,2.261462305,2005,7,3,2,2.25722091
5,7,5,7,1,2,0,1,2,1,2.439523839,2005,7,3,2,2.438608307
5,7,5,7,1,2,1,1,2,1,2.436835238,2005,7,3,2,2.437418829
7,18,6,18,1,0,0,1,0,6,2.276505378,2005,7,3,2,2.250564952
7,18,6,18,1,0,1,1,0,6,2.263083598,2005,7,3,2,2.253199821
8,8,7,8,1,4,0,1,0,0,2.341507966,2005,7,3,2,2.341417935
8,8,7,8,1,4,1,1,0,0,2.338156541,2005,7,3,2,2.340957511
11,57,10,54,1,1,0,1,0,6,2.253078956,2005,7,3,2,2.255285075
11,57,10,54,1,1,1,1,0,6,2.252319236,2005,7,3,2,2.253410909
13,36,12,34,0,8,0,0,0,0,2.302002167,2005,7,3,2,2.303922647
13,36,12,34,0,8,1,0,0,0,2.301116021,2005,7,3,2,2.301243039
14,11,13,11,0,8,0,1,0,0,2.443125029,2005,7,3,2,2.443781814
14,11,13,11,0,8,1,1,0,0,2.449366977,2005,7,3,2,2.446579392
14,11,13,11,0,8,2,1,0,0,2.220332874,2005,7,3,2,2.212750782
14,11,13,11,1,2,0,1,0,0,2.301028185,2005,7,3,2,2.302956293
14,11,13,11,1,2,1,1,0,0,2.311229213,2005,7,3,2,2.31044981
14,11,13,11,1,5,0,1,0,0,2.287407545,2005,7,3,2,2.291140369
14,11,13,11,1,5,1,1,0,0,2.323860103,2005,7,3,2,2.310006097
14,11,13,11,1,5,2,1,0,0,2.166331444,2005,7,3,2,2.155995864
15,54,14,51,1,0,0,1,0,6,2.281015069,2005,7,3,2,2.280592195
15,54,14,51,1,0,1,1,0,6,2.273694144,2005,7,3,2,2.274553446
18,50,16,5,0,8,0,1,4,4,2.262951129,2005,7,3,2,2.260667225
18,50,16,5,0,8,1,1,4,4,2.257493852,2005,7,3,2,2.255058547
20,59,18,55,1,0,0,1,0,0,2.253978513,2005,7,3,2,2.250507
20,59,18,55,1,0,1,1,0,0,2.247584589,2005,7,3,2,2.243070632
21,30,28,25,0,8,0,1,2,2,2.12201526,2005,7,3,2,2.13120963
21,30,28,25,0,8,1,1,2,2,2.116637376,2005,7,3,2,2.123051699
25,14,22,14,1,4,0,1,0,0,2.391936373,2005,7,3,2,2.392364294
25,14,22,14,1,4,1,1,0,0,2.396482301,2005,7,3,2,2.391092155
27,22,24,21,1,0,0,1,0,0,2.332789323,2005,7,3,2,2.333859097
27,22,24,21,1,0,1,1,0,0,2.319691408,2005,7,3,2,2.323797479
28,19,25,19,1,0,0,1,0,0,2.353343663,2005,7,3,2,2.351767285
28,19,25,19,1,0,1,1,0,0,2.334922226,2005,7,3,2,2.33911447
33,17,29,17,1,0,0,1,0,6,2.356786787,2005,7,3,2,2.353085001
33,17,29,17,1,0,1,1,0,6,2.342160002,2005,7,3,2,2.344261394
41,33,36,31,0,8,0,0,2,1,2.38549938,2005,7,3,2,2.380232716
41,33,36,31,0,8,1,0,2,1,2.381250213,2005,7,3,2,2.378275638
42,39,37,37,0,8,0,1,2,2,2.295889576,2005,7,3,2,2.296318838
42,39,37,37,0,8,1,1,2,2,2.29693282,2005,7,3,2,2.296827268
44,64,13,11,0,8,0,1,2,1,2.258907765,2005,7,3,2,2.257968159
44,64,13,11,0,8,1,1,2,1,2.258372566,2005,7,3,2,2.258125649
46,34,40,32,1,4,0,1,0,0,2.242930894,2005,7,3,2,2.242211744
46,34,40,32,1,4,1,1,0,0,2.238162869,2005,7,3,2,2.222363467
48,24,42,23,0,8,0,0,0,0,2.331305409,2005,7,3,2,2.323185052
48,24,42,23,0,8,1,0,0,0,2.33240961,2005,7,3,2,2.320601042
49,43,43,41,1,0,0,1,0,0,2.315158109,2005,7,3,2,2.313954565
49,43,43,41,1,0,1,1,0,0,2.313979934,2005,7,3,2,2.310276535
53,45,46,43,1,4,0,1,0,0,2.323195057,2005,7,3,2,2.321165668
53,45,46,43,1,4,1,1,0,0,2.319271851,2005,7,3,2,2.320755325
54,44,47,42,1,0,0,1,0,0,2.274685242,2005,7,3,2,2.279573835
54,44,47,42,1,0,1,1,0,0,2.265804889,2005,7,3,2,2.269484218
56,46,49,44,1,4,0,1,0,6,2.399382322,2005,7,3,2,2.398429273
56,46,49,44,1,4,1,1,0,6,2.391398337,2005,7,3,2,2.396654981
57,86,74,69,0,8,0,1,2,1,2.183508404,2005,7,3,2,2.179509204
57,86,74,69,0,8,1,1,2,1,2.179099451,2005,7,3,2,2.175827855
59,53,50,50,1,5,0,1,0,6,2.29814587,2005,7,3,2,2.283701309
59,53,50,50,1,5,1,1,0,6,2.299355797,2005,7,3,2,2.294645261
61,87,52,78,0,8,0,1,2,0,2.13941068,2005,7,3,2,2.153757442
61,87,52,78,0,8,1,1,2,0,2.206406728,2005,7,3,2,2.203849515
62,56,53,53,1,0,0,1,0,0,2.29111904,2005,7,3,2,2.289170959
62,56,53,53,1,0,1,1,0,0,2.281155449,2005,7,3,2,2.281409561
66,60,57,56,1,0,0,1,0,0,2.347507168,2005,7,3,2,2.346687642
66,60,57,56,1,0,1,1,0,0,2.326006879,2005,7,3,2,2.326889954
72,68,63,62,1,0,0,1,0,6,2.385389249,2005,7,3,2,2.383953626
72,68,63,62,1,0,1,1,0,6,2.37656388,2005,7,3,2,2.377443822
73,58,28,25,0,8,0,1,2,2,2.291579578,2005,7,3,2,2.288405174
73,58,28,25,0,8,1,1,2,2,2.281652863,2005,7,3,2,2.282531033
73,58,76,68,1,2,0,1,4,5,2.220627545,2005,7,3,2,2.219945454
73,58,76,68,1,2,1,1,4,5,2.218995772,2005,7,3,2,2.218660254
76,69,66,63,0,8,0,0,2,1,2.249415047,2005,7,3,2,2.248811401
76,69,66,63,0,8,1,0,2,1,2.248471119,2005,7,3,2,2.248073576
79,70,69,64,1,3,0,1,0,6,2.277499598,2005,7,3,2,2.279262474
79,70,69,64,1,3,1,1,0,6,2.288306278,2005,7,3,2,2.281856999
84,75,74,69,0,8,0,0,2,1,2.448422922,2005,7,3,2,2.447311379
84,75,74,69,0,8,1,0,2,1,2.445937091,2005,7,3,2,2.446641443
86,74,76,68,0,8,2,1,4,5,2.336058868,2005,7,3,2,2.331814103
86,74,76,68,1,0,2,1,0,6,2.228129076,2005,7,3,2,2.225972125
86,74,76,68,1,1,0,1,0,6,2.308565424,2005,7,3,2,2.308838948
86,74,76,68,1,1,1,1,0,6,2.304198655,2005,7,3,2,2.30507969
86,74,76,68,1,1,2,1,0,6,2.108293441,2005,7,3,2,2.098786842
86,74,76,68,1,2,0,1,4,5,2.347849308,2005,7,3,2,2.344810018
86,74,76,68,1,2,1,1,4,5,2.341786867,2005,7,3,2,2.341130233
86,74,76,68,1,4,0,1,0,6,2.427910508,2005,7,3,2,2.422017608
86,74,76,68,1,4,1,1,0,6,2.423456384,2005,7,3,2,2.423508828
86,74,76,68,1,4,2,1,0,6,2.052853342,2005,7,3,2,2.055640822
86,74,76,68,1,5,0,1,0,6,2.318757521,2005,7,3,2,2.323187977
86,74,76,68,1,5,1,1,0,6,2.320139487,2005,7,3,2,2.31702715
88,76,78,70,1,4,0,1,0,0,2.338537128,2005,7,3,2,2.337019188
88,76,78,70,1,4,1,1,0,0,2.330657884,2005,7,3,2,2.332444507
91,80,81,74,1,2,0,1,0,0,2.17661555,2005,7,3,2,2.172688156
91,80,81,74,1,2,1,1,0,0,2.163512934,2005,7,3,2,2.167663055
1,73,1,67,0,8,0,0,2,1,2.417783367,2005,8,3,2,2.415181936
1,73,1,67,0,8,1,0,2,1,2.414686023,2005,8,3,2,2.412624384
1,73,1,67,0,8,2,0,2,1,2.267009682,2005,8,3,2,2.254350872
5,7,5,7,1,2,0,1,2,1,2.438831315,2005,8,3,2,2.438386305
5,7,5,7,1,2,1,1,2,1,2.436873701,2005,8,3,2,2.437391726
7,18,6,18,1,0,0,1,0,6,2.234737591,2005,8,3,2,2.241885384
7,18,6,18,1,0,1,1,0,6,2.227308249,2005,8,3,2,2.244277388
8,8,7,8,1,4,0,1,0,0,2.334706927,2005,8,3,2,2.33630763
8,8,7,8,1,4,1,1,0,0,2.338924296,2005,8,3,2,2.338614332
11,57,10,54,1,1,0,1,0,6,2.245967814,2005,8,3,2,2.255974959
11,57,10,54,1,1,1,1,0,6,2.229562482,2005,8,3,2,2.253246819
13,36,12,34,0,8,0,0,0,0,2.298727093,2005,8,3,2,2.300556496
13,36,12,34,0,8,1,0,0,0,2.297964287,2005,8,3,2,2.298365521
14,11,13,11,0,8,0,1,0,0,2.45164083,2005,8,3,2,2.44710841
14,11,13,11,0,8,1,1,0,0,2.449839193,2005,8,3,2,2.448531085
14,11,13,11,0,8,2,1,0,0,2.146070088,2005,8,3,2,2.179551042
14,11,13,11,1,2,0,1,0,0,2.311944284,2005,8,3,2,2.306960651
14,11,13,11,1,2,1,1,0,0,2.313258971,2005,8,3,2,2.310878085
14,11,13,11,1,5,0,1,0,0,2.295383491,2005,8,3,2,2.293689653
14,11,13,11,1,5,1,1,0,0,2.316627922,2005,8,3,2,2.310958036
14,11,13,11,1,5,2,1,0,0,2.146070088,2005,8,3,2,2.1452887
15,54,14,51,1,0,0,1,0,6,2.283994881,2005,8,3,2,2.281918559
15,54,14,51,1,0,1,1,0,6,2.271507093,2005,8,3,2,2.273406478
18,50,16,5,0,8,0,1,4,4,2.257894279,2005,8,3,2,2.255901236
18,50,16,5,0,8,1,1,4,4,2.250263166,2005,8,3,2,2.250134288
20,59,18,55,1,0,0,1,0,0,2.232027668,2005,8,3,2,2.242550927
20,59,18,55,1,0,1,1,0,0,2.210989737,2005,8,3,2,2.242181765
21,30,28,25,0,8,0,1,2,2,2.135271026,2005,8,3,2,2.129257438
21,30,28,25,0,8,1,1,2,2,2.122630563,2005,8,3,2,2.122574818
25,14,22,14,1,4,0,1,0,0,2.390505889,2005,8,3,2,2.390254058
25,14,22,14,1,4,1,1,0,0,2.389471579,2005,8,3,2,2.38991458
27,22,24,21,1,0,0,1,0,0,2.33910494,2005,8,3,2,2.335428156
27,22,24,21,1,0,1,1,0,0,2.313587398,2005,8,3,2,2.317082381
28,19,25,19,1,0,0,1,0,0,2.359865772,2005,8,3,2,2.355372644
28,19,25,19,1,0,1,1,0,0,2.332453846,2005,8,3,2,2.335390279
33,17,29,17,1,0,0,1,0,6,2.352545534,2005,8,3,2,2.353485285
33,17,29,17,1,0,1,1,0,6,2.340706186,2005,8,3,2,2.342566048
41,33,36,31,0,8,0,0,2,1,2.374665574,2005,8,3,2,2.376555418
41,33,36,31,0,8,1,0,2,1,2.37508328,2005,8,3,2,2.375515691
42,39,37,37,0,8,0,1,2,2,2.300347733,2005,8,3,2,2.298977364
42,39,37,37,0,8,1,1,2,2,2.29814587,2005,8,3,2,2.297647035
44,64,13,11,0,8,0,1,2,1,2.26443544,2005,8,3,2,2.260804551
44,64,13,11,0,8,1,1,2,1,2.258590976,2005,8,3,2,2.259134533
46,34,40,32,1,4,0,1,0,0,2.246397124,2005,8,3,2,2.247863531
46,34,40,32,1,4,1,1,0,0,2.238506145,2005,8,3,2,2.220699543
48,24,42,23,0,8,0,0,0,0,2.315115145,2005,8,3,2,2.316141201
48,24,42,23,0,8,1,0,0,0,2.321929601,2005,8,3,2,2.31566589
49,43,43,41,1,0,0,1,0,0,2.316236196,2005,8,3,2,2.314172204
49,43,43,41,1,0,1,1,0,0,2.300221163,2005,8,3,2,2.303826008
53,45,46,43,1,4,0,1,0,0,2.320078517,2005,8,3,2,2.320479777
53,45,46,43,1,4,1,1,0,0,2.322237729,2005,8,3,2,2.320760809
54,44,47,42,1,0,0,1,0,0,2.311442092,2005,8,3,2,2.303785326
54,44,47,42,1,0,1,1,0,0,2.29020511,2005,8,3,2,2.286558253
56,46,49,44,1,4,0,1,0,6,2.395748669,2005,8,3,2,2.396272849
56,46,49,44,1,4,1,1,0,6,2.397296881,2005,8,3,2,2.396510233
57,86,74,69,0,8,0,1,2,1,2.187240526,2005,8,3,2,2.182189012
57,86,74,69,0,8,1,1,2,1,2.179589034,2005,8,3,2,2.177522354
59,53,50,50,1,5,0,1,0,6,2.290091996,2005,8,3,2,2.277371439
59,53,50,50,1,5,1,1,0,6,2.271160695,2005,8,3,2,2.277371328
61,87,52,78,0,8,0,1,2,0,2.12201526,2005,8,3,2,2.146650698
61,87,52,78,0,8,1,1,2,0,2.21118426,2005,8,3,2,2.201125284
62,56,53,53,1,0,0,1,0,0,2.289396119,2005,8,3,2,2.289172999
62,56,53,53,1,0,1,1,0,0,2.280655352,2005,8,3,2,2.280893528
66,60,57,56,1,0,0,1,0,0,2.347715587,2005,8,3,2,2.346501853
66,60,57,56,1,0,1,1,0,0,2.309884371,2005,8,3,2,2.309799321
72,68,63,62,1,0,0,1,0,6,2.385298162,2005,8,3,2,2.384542801
72,68,63,62,1,0,1,1,0,6,2.374714502,2005,8,3,2,2.374319868
73,58,28,25,0,8,0,1,2,2,2.288608711,2005,8,3,2,2.287072919
73,58,28,25,0,8,1,1,2,2,2.282670422,2005,8,3,2,2.282687605
73,58,76,68,1,2,0,1,4,5,2.220155644,2005,8,3,2,2.219125957
73,58,76,68,1,2,1,1,4,5,2.217092665,2005,8,3,2,2.217416741
76,69,66,63,0,8,0,0,2,1,2.247048696,2005,8,3,2,2.247176972
76,69,66,63,0,8,1,0,2,1,2.246981497,2005,8,3,2,2.251288221
79,70,69,64,1,3,0,1,0,6,2.292892616,2005,8,3,2,2.283826042
79,70,69,64,1,3,1,1,0,6,2.2557729,2005,8,3,2,2.280963026
84,75,74,69,0,8,0,0,2,1,2.452237333,2005,8,3,2,2.450117127
84,75,74,69,0,8,1,0,2,1,2.451408233,2005,8,3,2,2.449248387
86,74,76,68,0,8,0,1,4,4,2.419255729,2005,8,3,2,2.419674558
86,74,76,68,0,8,1,1,4,4,2.413200483,2005,8,3,2,2.414017461
86,74,76,68,0,8,2,1,4,5,2.337715988,2005,8,3,2,2.33162098
86,74,76,68,1,0,2,1,0,6,2.230975041,2005,8,3,2,2.224018776
86,74,76,68,1,1,0,1,0,6,2.311966539,2005,8,3,2,2.309678184
86,74,76,68,1,1,1,1,0,6,2.299725856,2005,8,3,2,2.300552972
86,74,76,68,1,1,2,1,0,6,2.115904972,2005,8,3,2,2.098091459
86,74,76,68,1,2,0,1,4,5,2.35511647,2005,8,3,2,2.345393738
86,74,76,68,1,2,1,1,4,5,2.34226293,2005,8,3,2,2.340630159
86,74,76,68,1,4,0,1,0,6,2.423314035,2005,8,3,2,2.422661291
86,74,76,68,1,4,1,1,0,6,2.425361495,2005,8,3,2,2.424418551
86,74,76,68,1,4,2,1,0,6,2.04918499,2005,8,3,2,2.056655625
86,74,76,68,1,5,0,1,0,6,2.317301492,2005,8,3,2,2.321287566
86,74,76,68,1,5,1,1,0,6,2.316013102,2005,8,3,2,2.315052929
88,76,78,70,1,4,0,1,0,0,2.3298782,2005,8,3,2,2.331668807
88,76,78,70,1,4,1,1,0,0,2.333333963,2005,8,3,2,2.333029498
91,80,81,74,1,2,0,1,0,0,2.168035936,2005,8,3,2,2.169590814
91,80,81,74,1,2,1,1,0,0,2.165570382,2005,8,3,2,2.166624339
1,73,1,67,0,8,0,0,2,1,2.375917948,2005,9,3,0,2.392177777
1,73,1,67,0,8,1,0,2,1,2.38211632,2005,9,3,0,2.387412821
1,73,1,67,0,8,2,0,2,1,2.23989127,2005,9,3,0,2.23764639
5,7,5,7,1,2,0,1,2,1,2.40742847,2005,9,3,0,2.409122793
5,7,5,7,1,2,1,1,2,1,2.413275915,2005,9,3,0,2.412293078
7,18,6,18,1,0,0,1,0,6,2.239987728,2005,9,3,0,2.239446886
7,18,6,18,1,0,1,1,0,6,2.243583178,2005,9,3,0,2.240377859
8,8,7,8,1,4,0,1,0,0,2.330296093,2005,9,3,0,2.331869647
8,8,7,8,1,4,1,1,0,0,2.335624742,2005,9,3,0,2.334288605
11,57,10,54,1,1,0,1,0,6,2.243513502,2005,9,3,0,2.241785671
11,57,10,54,1,1,1,1,0,6,2.237026279,2005,9,3,0,2.24072198
13,36,12,34,0,8,0,0,0,0,2.288680572,2005,9,3,0,2.289307464
13,36,12,34,0,8,1,0,0,0,2.285002091,2005,9,3,0,2.29171263
14,11,13,11,0,8,0,1,0,0,2.428824866,2005,9,3,0,2.43092271
14,11,13,11,0,8,1,1,0,0,2.435937693,2005,9,3,0,2.437895045
14,11,13,11,0,8,2,1,0,0,2.225084934,2005,9,3,0,2.21504848
14,11,13,11,1,2,0,1,0,0,2.282409391,2005,9,3,0,2.287031552
14,11,13,11,1,2,1,1,0,0,2.298559564,2005,9,3,0,2.296257246
14,11,13,11,1,5,0,1,0,0,2.262056834,2005,9,3,0,2.265227442
14,11,13,11,1,5,1,1,0,0,2.297142667,2005,9,3,0,2.296888908
14,11,13,11,1,5,2,1,0,0,2.118247286,2005,9,3,0,2.128338523
15,54,14,51,1,0,0,1,0,6,2.269920521,2005,9,3,0,2.270205385
15,54,14,51,1,0,1,1,0,6,2.271403308,2005,9,3,0,2.271339633
18,50,16,5,0,8,0,1,4,4,2.235649501,2005,9,3,0,2.237108955
18,50,16,5,0,8,1,1,4,4,2.233765596,2005,9,3,0,2.234244339
20,59,18,55,1,0,0,1,0,0,2.248647442,2005,9,3,0,2.247826599
20,59,18,55,1,0,1,1,0,0,2.25601776,2005,9,3,0,2.251859295
25,14,22,14,1,4,0,1,0,0,2.391148155,2005,9,3,0,2.390433068
25,14,22,14,1,4,1,1,0,0,2.391949669,2005,9,3,0,2.39093344
27,22,24,21,1,0,0,1,0,0,2.305832677,2005,9,3,0,2.329643771
27,22,24,21,1,0,1,1,0,0,2.322168244,2005,9,3,0,2.315137817
28,19,25,19,1,0,0,1,0,0,2.314716752,2005,9,3,0,2.313400948
28,19,25,19,1,0,1,1,0,0,2.318229845,2005,9,3,0,2.316038101
32,26,28,25,0,8,0,0,2,2,2.375649594,2005,9,3,0,2.384740476
32,26,28,25,0,8,1,0,2,2,2.376516004,2005,9,3,0,2.382387174
33,17,29,17,1,0,0,1,0,6,2.322732479,2005,9,3,0,2.325411558
33,17,29,17,1,0,1,1,0,6,2.330486218,2005,9,3,0,2.331234097
41,33,36,31,0,8,0,0,2,1,2.351853513,2005,9,3,0,2.352359741
41,33,36,31,0,8,1,0,2,1,2.348698832,2005,9,3,0,2.35215776
42,39,37,37,0,8,0,1,2,2,2.297938317,2005,9,3,0,2.296934592
42,39,37,37,0,8,1,1,2,2,2.296485287,2005,9,3,0,2.295240888
44,64,13,11,0,8,0,1,2,1,2.245422759,2005,9,3,0,2.243766626
44,64,13,11,0,8,1,1,2,1,2.239625513,2005,9,3,0,2.239670078
46,34,40,32,1,4,0,1,0,0,2.151692588,2005,9,3,0,2.158402177
46,34,40,32,1,4,1,1,0,0,2.131245955,2005,9,3,0,2.137905238
48,24,42,23,0,8,0,0,0,0,2.257594117,2005,9,3,0,2.258013738
48,24,42,23,0,8,1,0,0,0,2.263140314,2005,9,3,0,2.259719915
49,43,43,41,1,0,0,1,0,0,2.289110567,2005,9,3,0,2.290799919
49,43,43,41,1,0,1,1,0,0,2.304561639,2005,9,3,0,2.303228301
53,45,46,43,1,4,0,1,0,0,2.319015055,2005,9,3,0,2.319153033
53,45,46,43,1,4,1,1,0,0,2.31850959,2005,9,3,0,2.318543178
54,44,47,42,1,0,0,1,0,0,2.238236531,2005,9,3,0,2.235255412
54,44,47,42,1,0,1,1,0,0,2.213299089,2005,9,3,0,2.218857265
56,46,49,44,1,4,0,1,0,6,2.39150533,2005,9,3,0,2.392008831
56,46,49,44,1,4,1,1,0,6,2.395183525,2005,9,3,0,2.394159328
57,86,74,69,0,8,0,1,2,1,2.138357835,2005,9,3,0,2.140000035
57,86,74,69,0,8,1,1,2,1,2.136354965,2005,9,3,0,2.139554373
59,53,50,50,1,5,0,1,0,6,2.229024055,2005,9,3,0,2.237999248
59,53,50,50,1,5,1,1,0,6,2.249327633,2005,9,3,0,2.261205435
61,87,52,78,0,8,0,1,2,0,2.194697162,2005,9,3,0,2.151874494
61,87,52,78,0,8,1,1,2,0,2.19292314,2005,9,3,0,2.192202734
62,56,53,53,1,0,0,1,0,0,2.269603483,2005,9,3,0,2.270348926
62,56,53,53,1,0,1,1,0,0,2.265233626,2005,9,3,0,2.267554926
66,60,57,56,1,0,0,1,0,0,2.305271301,2005,9,3,0,2.316067979
66,60,57,56,1,0,1,1,0,0,2.29973859,2005,9,3,0,2.300075935
72,68,63,62,1,0,0,1,0,6,2.363961461,2005,9,3,0,2.364413598
72,68,63,62,1,0,1,1,0,6,2.357513761,2005,9,3,0,2.364103982
73,58,28,25,0,8,0,1,2,2,2.278016937,2005,9,3,0,2.279457447
73,58,28,25,0,8,1,1,2,2,2.282884837,2005,9,3,0,2.28090041
73,58,76,68,1,2,0,1,4,5,2.217427624,2005,9,3,0,2.216083984
73,58,76,68,1,2,1,1,4,5,2.213583992,2005,9,3,0,2.214839461
76,69,66,63,0,8,0,0,2,1,2.220568682,2005,9,3,0,2.222301083
76,69,66,63,0,8,1,0,2,1,2.217761443,2005,9,3,0,2.220915733
79,70,69,64,1,3,0,1,0,6,2.223583564,2005,9,3,0,2.225651458
79,70,69,64,1,3,1,1,0,6,2.215834026,2005,9,3,0,2.220954326
84,75,74,69,0,8,0,1,2,0,2.441450079,2005,9,3,0,2.443773123
84,75,74,69,0,8,1,1,2,0,2.443103684,2005,9,3,0,2.442936949
84,75,74,69,0,8,0,0,2,1,2.438590776,2005,9,3,0,2.43891011
84,75,74,69,0,8,1,0,2,1,2.438538061,2005,9,3,0,2.438075638
86,74,76,68,0,8,0,1,4,4,2.408179298,2005,9,3,0,2.408525775
86,74,76,68,0,8,1,1,4,4,2.40478922,2005,9,3,0,2.405064453
86,74,76,68,0,8,2,1,4,5,2.304646127,2005,9,3,0,2.308903509
86,74,76,68,1,0,2,1,0,6,2.203824122,2005,9,3,0,2.207654121
86,74,76,68,1,1,0,1,0,6,2.301915183,2005,9,3,0,2.299598852
86,74,76,68,1,1,1,1,0,6,2.298132911,2005,9,3,0,2.295049789
86,74,76,68,1,1,2,1,0,6,2.097137466,2005,9,3,0,2.083921449
86,74,76,68,1,2,0,1,4,5,2.341866391,2005,9,3,0,2.334687184
86,74,76,68,1,2,1,1,4,5,2.325539582,2005,9,3,0,2.330190552
86,74,76,68,1,4,0,1,0,6,2.419773402,2005,9,3,0,2.420602434
86,74,76,68,1,4,1,1,0,6,2.425385139,2005,9,3,0,2.423171947
86,74,76,68,1,5,0,1,0,6,2.257051418,2005,9,3,0,2.260303449
86,74,76,68,1,5,1,1,0,6,2.255670688,2005,9,3,0,2.257881403
88,76,78,70,1,4,0,1,0,0,2.33343899,2005,9,3,0,2.334738931
88,76,78,70,1,4,1,1,0,0,2.33803208,2005,9,3,0,2.336093346
91,80,81,74,1,2,0,1,0,0,2.154790492,2005,9,3,0,2.151448231
91,80,81,74,1,2,1,1,0,0,2.151750803,2005,9,3,0,2.149742053
1,73,1,67,0,8,0,0,2,1,2.377809759,2005,10,4,0,2.390535757
1,73,1,67,0,8,1,0,2,1,2.389009294,2005,10,4,0,2.385896745
1,73,1,67,0,8,2,0,2,1,2.267768397,2005,10,4,0,2.192428108
5,7,5,7,1,2,0,1,2,1,2.398514263,2005,10,4,0,2.399877609
5,7,5,7,1,2,1,1,2,1,2.400952607,2005,10,4,0,2.401782723
7,18,6,18,1,0,0,1,0,6,2.237867657,2005,10,4,0,2.239368743
7,18,6,18,1,0,1,1,0,6,2.246936672,2005,10,4,0,2.240417059
8,8,7,8,1,4,0,1,0,0,2.328316501,2005,10,4,0,2.330538554
8,8,7,8,1,4,1,1,0,0,2.330883256,2005,10,4,0,2.332090484
11,57,10,54,1,1,0,1,0,6,2.204346044,2005,10,4,0,2.24304649
11,57,10,54,1,1,1,1,0,6,2.248073199,2005,10,4,0,2.246472471
13,36,12,34,0,8,0,0,0,0,2.283098757,2005,10,4,0,2.286258576
13,36,12,34,0,8,1,0,0,0,2.287843511,2005,10,4,0,2.287979478
14,11,13,11,0,8,0,1,0,0,2.4237735,2005,10,4,0,2.42617274
14,11,13,11,0,8,1,1,0,0,2.434556495,2005,10,4,0,2.435008699
14,11,13,11,0,8,2,1,0,0,2.233585474,2005,10,4,0,2.217186155
14,11,13,11,1,2,0,1,0,0,2.256586653,2005,10,4,0,2.264654177
14,11,13,11,1,2,1,1,0,0,2.273677255,2005,10,4,0,2.275188403
14,11,13,11,1,5,0,1,0,0,2.271056525,2005,10,4,0,2.274008697
14,11,13,11,1,5,1,1,0,0,2.323391174,2005,10,4,0,2.321540926
14,11,13,11,1,5,2,1,0,0,2.189197513,2005,10,4,0,2.139498537
15,54,14,51,1,0,0,1,0,6,2.266226497,2005,10,4,0,2.268259084
15,54,14,51,1,0,1,1,0,6,2.272110218,2005,10,4,0,2.271596606
18,50,16,5,0,8,0,1,4,4,2.245899851,2005,10,4,0,2.242665521
18,50,16,5,0,8,1,1,4,4,2.24255616,2005,10,4,0,2.24123056
20,59,18,55,1,0,0,1,0,0,2.246013095,2005,10,4,0,2.247010229
20,59,18,55,1,0,1,1,0,0,2.261346801,2005,10,4,0,2.255790318
25,14,22,14,1,4,0,1,0,0,2.386540872,2005,10,4,0,2.386340287
25,14,22,14,1,4,1,1,0,0,2.38431393,2005,10,4,0,2.385566015
27,22,24,21,1,0,0,1,0,0,2.319107587,2005,10,4,0,2.325294592
27,22,24,21,1,0,1,1,0,0,2.333631218,2005,10,4,0,2.328745716
28,19,25,19,1,0,0,1,0,0,2.31214438,2005,10,4,0,2.31213585
28,19,25,19,1,0,1,1,0,0,2.325864089,2005,10,4,0,2.326540473
32,26,28,25,0,8,0,0,2,2,2.395765607,2005,10,4,0,2.394392371
32,26,28,25,0,8,1,0,2,2,2.393133375,2005,10,4,0,2.391452622
33,17,29,17,1,0,0,1,0,6,2.324597565,2005,10,4,0,2.327492893
33,17,29,17,1,0,1,1,0,6,2.335402598,2005,10,4,0,2.334876544
41,33,36,31,0,8,0,0,2,1,2.345677184,2005,10,4,0,2.348615861
41,33,36,31,0,8,1,0,2,1,2.344951206,2005,10,4,0,2.349923761
42,39,37,37,0,8,0,1,2,2,2.295583596,2005,10,4,0,2.293956945
42,39,37,37,0,8,1,1,2,2,2.287305522,2005,10,4,0,2.290651608
44,64,13,11,0,8,0,1,2,1,2.241280524,2005,10,4,0,2.239699056
44,64,13,11,0,8,1,1,2,1,2.231949116,2005,10,4,0,2.235065407
46,34,40,32,1,4,0,1,0,0,2.040835092,2005,10,4,0,2.091956269
46,34,40,32,1,4,1,1,0,0,2.064767222,2005,10,4,0,2.072301996
48,24,42,23,0,8,0,0,0,0,2.243164362,2005,10,4,0,2.245455213
48,24,42,23,0,8,1,0,0,0,2.240708093,2005,10,4,0,2.244875131
49,43,43,41,1,0,0,1,0,0,2.289964576,2005,10,4,0,2.29240115
49,43,43,41,1,0,1,1,0,0,2.30036038,2005,10,4,0,2.30209967
53,45,46,43,1,4,0,1,0,0,2.31715458,2005,10,4,0,2.31682145
53,45,46,43,1,4,1,1,0,0,2.314273217,2005,10,4,0,2.315253131
54,44,47,42,1,0,0,1,0,0,2.232445539,2005,10,4,0,2.233650636
54,44,47,42,1,0,1,1,0,0,2.22420958,2005,10,4,0,2.224417926
56,46,49,44,1,4,0,1,0,6,2.392853263,2005,10,4,0,2.392113259
56,46,49,44,1,4,1,1,0,6,2.386658948,2005,10,4,0,2.388841444
